Latitude (decimal degrees):	28.095
Longitude (decimal degrees):	-15.487
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 27 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	20.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230115:1809,0.58,0.0,7.3,0.09,2.86,17.61,6.69,0.0
20230115:1909,0.0,0.0,0.0,0.0,0.0,16.86,5.66,0.0
20230115:2009,0.0,0.0,0.0,0.0,0.0,16.54,4.97,0.0
20230115:2109,0.0,0.0,0.0,0.0,0.0,16.37,4.41,0.0
20230115:2209,0.0,0.0,0.0,0.0,0.0,16.2,4.34,0.0
20230115:2309,0.0,0.0,0.0,0.0,0.0,16.12,4.97,0.0
20230116:0009,0.0,0.0,0.0,0.0,0.0,16.07,5.72,0.0
20230116:0109,0.0,0.0,0.0,0.0,0.0,15.99,6.48,0.0
20230116:0209,0.0,0.0,0.0,0.0,0.0,15.94,6.83,0.0
20230116:0309,0.0,0.0,0.0,0.0,0.0,15.92,6.76,0.0
20230116:0409,0.0,0.0,0.0,0.0,0.0,15.88,6.55,0.0
20230116:0509,0.0,0.0,0.0,0.0,0.0,15.81,6.07,0.0
20230116:0609,0.0,0.0,0.0,0.0,0.0,15.74,5.59,0.0
20230116:0709,0.0,0.0,0.0,0.0,0.0,15.69,5.66,0.0
20230116:0809,0.0,0.0,4.73,0.05,2.12,15.72,5.59,0.0
20230116:0909,45.42,1.85,72.14,0.82,13.68,16.15,5.38,0.0
20230116:1009,252.03,124.35,206.64,2.97,24.1,16.93,5.52,0.0
20230116:1109,220.97,43.7,250.27,3.08,32.75,17.67,5.59,0.0
20230116:1209,388.12,177.3,328.43,4.75,38.7,18.1,5.52,0.0
20230116:1309,592.66,479.67,298.26,6.41,40.96,18.41,5.52,0.0
20230116:1409,542.55,408.43,301.38,5.91,39.01,18.43,5.45,0.0
20230116:1509,576.9,557.01,197.13,5.73,33.31,18.4,5.52,0.0
20230116:1609,348.95,248.12,206.18,3.6,24.83,18.35,5.93,0.0
20230116:1709,98.32,34.35,108.01,1.35,14.51,17.98,6.34,0.0
20230116:1809,0.0,0.0,4.56,0.05,3.02,17.43,6.48,0.0
20230116:1909,0.0,0.0,0.0,0.0,0.0,16.98,5.86,0.0
20230116:2009,0.0,0.0,0.0,0.0,0.0,16.62,5.86,0.0
20230116:2109,0.0,0.0,0.0,0.0,0.0,16.44,5.59,0.0
20230116:2209,0.0,0.0,0.0,0.0,0.0,16.34,5.24,0.0
20230116:2309,0.0,0.0,0.0,0.0,0.0,16.24,5.03,0.0
20230117:0009,0.0,0.0,0.0,0.0,0.0,16.22,5.03,0.0
20230117:0109,0.0,0.0,0.0,0.0,0.0,16.13,5.1,0.0
20230117:0209,0.0,0.0,0.0,0.0,0.0,16.07,5.24,0.0
20230117:0309,0.0,0.0,0.0,0.0,0.0,16.0,5.17,0.0
20230117:0409,0.0,0.0,0.0,0.0,0.0,15.87,5.17,0.0
20230117:0509,0.0,0.0,0.0,0.0,0.0,15.57,5.45,0.0
20230117:0609,0.0,0.0,0.0,0.0,0.0,15.37,5.93,0.0
20230117:0709,0.0,0.0,0.0,0.0,0.0,15.19,6.0,0.0
20230117:0809,0.0,0.0,2.84,0.03,2.15,15.14,5.72,0.0
20230117:0909,47.05,1.84,74.04,0.84,13.74,15.38,5.52,0.0
20230117:1009,68.98,0.0,104.08,1.18,24.19,15.92,5.52,0.0
20230117:1109,152.88,7.26,201.43,2.32,32.87,16.41,5.52,0.0
20230117:1209,532.05,384.81,304.83,5.82,38.86,16.9,5.66,0.0
20230117:1309,454.17,242.05,347.11,5.37,41.15,17.36,5.72,0.0
20230117:1409,361.92,141.0,329.17,4.54,39.22,17.54,6.07,0.0
20230117:1509,358.11,176.72,287.49,4.23,33.52,17.6,6.28,0.0
20230117:1609,114.97,7.92,154.28,1.78,25.03,17.36,6.48,0.0
20230117:1709,114.85,47.32,115.14,1.47,14.7,17.02,6.62,0.0
20230117:1809,3.09,0.0,12.78,0.15,3.19,16.43,6.69,0.0
20230117:1909,0.0,0.0,0.0,0.0,0.0,16.02,6.69,0.0
20230117:2009,0.0,0.0,0.0,0.0,0.0,15.87,6.69,0.0
20230117:2109,0.0,0.0,0.0,0.0,0.0,15.74,6.41,0.0
20230117:2209,0.0,0.0,0.0,0.0,0.0,15.68,6.0,0.0
20230117:2309,0.0,0.0,0.0,0.0,0.0,15.59,5.72,0.0
20230118:0009,0.0,0.0,0.0,0.0,0.0,15.57,5.59,0.0
20230118:0109,0.0,0.0,0.0,0.0,0.0,15.6,5.52,0.0
20230118:0209,0.0,0.0,0.0,0.0,0.0,15.53,5.45,0.0
20230118:0309,0.0,0.0,0.0,0.0,0.0,15.58,5.59,0.0
20230118:0409,0.0,0.0,0.0,0.0,0.0,15.47,5.86,0.0
20230118:0509,0.0,0.0,0.0,0.0,0.0,15.58,6.28,0.0
20230118:0609,0.0,0.0,0.0,0.0,0.0,15.53,6.62,0.0
20230118:0709,0.0,0.0,0.0,0.0,0.0,15.48,6.76,0.0
20230118:0809,0.01,0.0,5.68,0.06,2.19,15.62,6.76,0.0
20230118:0909,62.84,9.16,87.43,1.03,13.8,16.21,6.28,0.0
20230118:1009,389.92,324.11,178.83,3.85,24.28,16.87,6.34,0.0
20230118:1109,603.09,629.97,152.01,5.93,33.0,17.32,6.14,0.0
20230118:1209,348.74,128.41,325.14,4.43,39.03,17.67,6.21,0.0
20230118:1309,242.59,29.48,291.44,3.47,41.35,17.77,6.76,0.0
20230118:1409,459.29,261.32,330.37,5.29,39.44,17.23,7.1,0.0
20230118:1509,166.81,10.27,216.04,2.5,33.73,17.48,7.52,0.0
20230118:1609,120.58,9.46,159.23,1.85,25.23,17.06,8.07,0.0
20230118:1709,96.49,30.04,109.07,1.35,14.88,16.81,8.21,0.0
20230118:1809,2.19,0.0,10.95,0.13,3.36,16.45,8.07,0.0
20230118:1909,0.0,0.0,0.0,0.0,0.0,16.5,8.0,0.0
20230118:2009,0.0,0.0,0.0,0.0,0.0,16.14,7.93,0.0
20230118:2109,0.0,0.0,0.0,0.0,0.0,15.96,7.79,0.0
20230118:2209,0.0,0.0,0.0,0.0,0.0,15.89,7.72,0.0
20230118:2309,0.0,0.0,0.0,0.0,0.0,15.77,8.07,0.0
20230119:0009,0.0,0.0,0.0,0.0,0.0,15.66,8.21,0.0
20230119:0109,0.0,0.0,0.0,0.0,0.0,15.49,8.07,0.0
20230119:0209,0.0,0.0,0.0,0.0,0.0,15.28,8.07,0.0
20230119:0309,0.0,0.0,0.0,0.0,0.0,15.19,8.07,0.0
20230119:0409,0.0,0.0,0.0,0.0,0.0,15.18,8.34,0.0
20230119:0509,0.0,0.0,0.0,0.0,0.0,15.16,8.21,0.0
20230119:0609,0.0,0.0,0.0,0.0,0.0,15.17,8.14,0.0
20230119:0709,0.0,0.0,0.0,0.0,0.0,15.38,8.55,0.0
20230119:0809,0.34,0.0,6.62,0.07,2.23,15.31,8.83,0.0
20230119:0909,81.47,21.85,98.07,1.2,13.86,15.48,8.62,0.0
20230119:1009,83.43,0.0,122.06,1.38,24.38,16.03,8.83,0.0
20230119:1109,115.25,0.0,161.8,1.83,33.14,16.45,8.76,0.0
20230119:1209,293.7,71.77,309.06,3.92,39.2,16.81,8.97,0.0
20230119:1309,302.76,68.59,323.69,4.07,41.55,16.83,9.03,0.0
20230119:1409,169.57,4.25,224.7,2.56,39.66,16.92,9.24,0.0
20230119:1509,264.4,71.68,272.65,3.48,33.94,16.87,9.03,0.0
20230119:1609,146.57,21.96,178.12,2.13,25.43,16.77,9.24,0.0
20230119:1709,112.65,42.82,116.1,1.47,15.07,16.45,9.31,0.0
20230119:1809,0.59,0.0,7.3,0.09,3.53,16.11,9.24,0.0
20230119:1909,0.0,0.0,0.0,0.0,0.0,15.86,9.1,0.0
20230119:2009,0.0,0.0,0.0,0.0,0.0,15.71,9.31,0.0
20230119:2109,0.0,0.0,0.0,0.0,0.0,15.64,9.38,0.0
20230119:2209,0.0,0.0,0.0,0.0,0.0,15.56,9.52,0.0
20230119:2309,0.0,0.0,0.0,0.0,0.0,15.51,9.52,0.0
20230120:0009,0.0,0.0,0.0,0.0,0.0,15.44,9.24,0.0
20230120:0109,0.0,0.0,0.0,0.0,0.0,15.49,8.83,0.0
20230120:0209,0.0,0.0,0.0,0.0,0.0,15.51,8.62,0.0
20230120:0309,0.0,0.0,0.0,0.0,0.0,15.51,8.41,0.0
20230120:0409,0.0,0.0,0.0,0.0,0.0,15.54,8.34,0.0
20230120:0509,0.0,0.0,0.0,0.0,0.0,15.59,8.21,0.0
20230120:0609,0.0,0.0,0.0,0.0,0.0,15.54,8.14,0.0
20230120:0709,0.0,0.0,0.0,0.0,0.0,15.49,8.55,0.0
20230120:0809,0.0,0.0,1.89,0.02,2.28,15.41,8.48,0.0
20230120:0909,39.68,0.0,66.24,0.75,13.94,15.75,8.34,0.0
20230120:1009,80.27,0.0,118.28,1.34,24.48,16.31,8.48,0.0
20230120:1109,118.04,0.0,165.59,1.87,33.28,16.84,8.21,0.0
20230120:1209,311.34,87.01,317.0,4.1,39.39,17.23,8.07,0.0
20230120:1309,311.68,76.78,328.65,4.18,41.76,17.51,7.86,0.0
20230120:1409,364.52,138.38,333.29,4.58,39.88,17.63,7.59,0.0
20230120:1509,317.39,123.91,288.21,3.95,34.16,17.61,7.31,0.0
20230120:1609,189.29,51.53,201.85,2.54,25.63,17.47,7.31,0.0
20230120:1709,126.26,55.38,121.14,1.58,15.26,17.1,7.52,0.0
20230120:1809,5.06,0.0,16.43,0.19,3.71,16.57,7.79,0.0
20230120:1909,0.0,0.0,0.0,0.0,0.0,15.91,7.52,0.0
20230120:2009,0.0,0.0,0.0,0.0,0.0,15.6,7.59,0.0
20230120:2109,0.0,0.0,0.0,0.0,0.0,15.42,7.52,0.0
20230120:2209,0.0,0.0,0.0,0.0,0.0,15.31,7.38,0.0
20230120:2309,0.0,0.0,0.0,0.0,0.0,15.27,7.38,0.0
20230121:0009,0.0,0.0,0.0,0.0,0.0,15.24,7.45,0.0
20230121:0109,0.0,0.0,0.0,0.0,0.0,15.25,7.45,0.0
20230121:0209,0.0,0.0,0.0,0.0,0.0,15.23,7.45,0.0
20230121:0309,0.0,0.0,0.0,0.0,0.0,15.23,7.31,0.0
20230121:0409,0.0,0.0,0.0,0.0,0.0,15.25,7.24,0.0
20230121:0509,0.0,0.0,0.0,0.0,0.0,15.29,7.17,0.0
20230121:0609,0.0,0.0,0.0,0.0,0.0,15.39,7.03,0.0
20230121:0709,0.0,0.0,0.0,0.0,0.0,15.56,7.03,0.0
20230121:0809,0.7,0.0,7.57,0.09,2.34,15.59,7.03,0.0
20230121:0909,68.97,12.59,91.74,1.09,14.02,16.0,7.03,0.0
20230121:1009,427.78,387.48,161.17,4.11,24.59,16.59,7.38,0.0
20230121:1109,360.78,179.36,285.94,4.27,33.42,17.2,7.38,0.0
20230121:1209,125.91,0.0,176.0,1.99,39.57,17.53,7.24,0.0
20230121:1309,395.39,160.1,352.2,4.95,41.98,17.82,7.03,0.0
20230121:1409,476.21,281.57,334.22,5.48,40.11,17.95,7.1,0.0
20230121:1509,229.5,43.58,260.63,3.19,34.39,18.03,7.17,0.0
20230121:1609,493.5,498.83,136.46,4.55,25.84,17.78,7.38,0.0
20230121:1709,235.32,188.55,124.92,2.2,15.45,17.54,7.59,0.0
20230121:1809,5.04,0.0,16.43,0.19,3.88,17.11,7.45,0.0
20230121:1909,0.0,0.0,0.0,0.0,0.0,16.91,7.38,0.0
20230121:2009,0.0,0.0,0.0,0.0,0.0,16.71,7.38,0.0
20230121:2109,0.0,0.0,0.0,0.0,0.0,16.71,7.38,0.0
20230121:2209,0.0,0.0,0.0,0.0,0.0,16.61,7.31,0.0
20230121:2309,0.0,0.0,0.0,0.0,0.0,16.48,7.52,0.0
20230122:0009,0.0,0.0,0.0,0.0,0.0,16.3,7.45,0.0
20230122:0109,0.0,0.0,0.0,0.0,0.0,16.15,7.59,0.0
20230122:0209,0.0,0.0,0.0,0.0,0.0,15.98,7.59,0.0
20230122:0309,0.0,0.0,0.0,0.0,0.0,15.89,7.59,0.0
20230122:0409,0.0,0.0,0.0,0.0,0.0,15.85,7.66,0.0
20230122:0509,0.0,0.0,0.0,0.0,0.0,15.79,7.72,0.0
20230122:0609,0.0,0.0,0.0,0.0,0.0,15.75,7.72,0.0
20230122:0709,0.0,0.0,0.0,0.0,0.0,15.94,7.93,0.0
20230122:0809,14.06,24.54,12.2,0.18,2.4,15.98,7.79,0.0
20230122:0909,145.95,85.75,116.29,1.67,14.1,16.39,7.45,0.0
20230122:1009,413.23,361.57,169.36,4.04,24.71,16.99,7.52,0.0
20230122:1109,236.62,51.49,260.76,3.25,33.58,17.56,7.24,0.0
20230122:1209,314.21,89.3,320.07,4.16,39.76,17.6,6.9,0.0
20230122:1309,644.35,565.01,273.63,6.85,42.21,17.74,6.97,0.0
20230122:1409,524.14,356.51,320.59,5.83,40.35,17.79,7.31,0.0
20230122:1509,544.17,460.29,240.1,5.58,34.61,17.72,7.72,0.0
20230122:1609,322.81,196.41,220.87,3.53,26.05,17.49,8.07,0.0
20230122:1709,281.72,261.4,109.72,2.44,15.64,17.04,7.93,0.0
20230122:1809,6.64,0.0,19.16,0.22,4.06,16.49,7.66,0.0
20230122:1909,0.0,0.0,0.0,0.0,0.0,15.88,7.72,0.0
20230122:2009,0.0,0.0,0.0,0.0,0.0,15.72,7.66,0.0
20230122:2109,0.0,0.0,0.0,0.0,0.0,15.7,7.52,0.0
20230122:2209,0.0,0.0,0.0,0.0,0.0,15.79,7.38,0.0
20230122:2309,0.0,0.0,0.0,0.0,0.0,15.71,7.52,0.0
20230123:0009,0.0,0.0,0.0,0.0,0.0,15.67,7.86,0.0
20230123:0109,0.0,0.0,0.0,0.0,0.0,15.6,7.86,0.0
20230123:0209,0.0,0.0,0.0,0.0,0.0,15.55,7.52,0.0
20230123:0309,0.0,0.0,0.0,0.0,0.0,15.53,7.03,0.0
20230123:0409,0.0,0.0,0.0,0.0,0.0,15.64,6.97,0.0
20230123:0509,0.0,0.0,0.0,0.0,0.0,15.46,6.9,0.0
20230123:0609,0.0,0.0,0.0,0.0,0.0,15.06,7.59,0.0
20230123:0709,0.0,0.0,0.0,0.0,0.0,14.9,8.28,0.0
20230123:0809,1.1,0.0,8.52,0.1,2.46,14.75,7.93,0.0
20230123:0909,155.44,94.05,118.54,1.73,14.19,14.89,7.45,0.0
20230123:1009,475.54,482.57,124.91,4.44,24.83,15.63,7.1,0.0
20230123:1109,186.7,18.53,231.3,2.72,33.74,16.42,6.83,0.0
20230123:1209,282.23,59.82,309.06,3.86,39.96,16.99,6.55,0.0
20230123:1309,506.31,304.53,350.42,5.86,42.44,17.21,6.48,0.0
20230123:1409,144.19,0.0,198.71,2.24,40.59,17.34,6.48,0.0
20230123:1509,363.35,171.62,298.62,4.36,34.85,17.35,6.48,0.0
20230123:1609,189.43,47.71,205.89,2.58,26.27,17.2,6.55,0.0
20230123:1709,239.3,189.0,128.76,2.27,15.83,16.83,6.69,0.0
20230123:1809,8.29,0.0,21.9,0.26,4.24,16.39,7.03,0.0
20230123:1909,0.0,0.0,0.0,0.0,0.0,16.14,6.83,0.0
20230123:2009,0.0,0.0,0.0,0.0,0.0,15.79,6.9,0.0
20230123:2109,0.0,0.0,0.0,0.0,0.0,15.57,6.9,0.0
20230123:2209,0.0,0.0,0.0,0.0,0.0,15.4,6.62,0.0
20230123:2309,0.0,0.0,0.0,0.0,0.0,15.22,6.41,0.0
20230124:0009,0.0,0.0,0.0,0.0,0.0,15.11,6.34,0.0
20230124:0109,0.0,0.0,0.0,0.0,0.0,14.97,6.34,0.0
20230124:0209,0.0,0.0,0.0,0.0,0.0,14.89,6.41,0.0
20230124:0309,0.0,0.0,0.0,0.0,0.0,14.72,6.34,0.0
20230124:0409,0.0,0.0,0.0,0.0,0.0,14.61,6.34,0.0
20230124:0509,0.0,0.0,0.0,0.0,0.0,14.59,6.21,0.0
20230124:0609,0.0,0.0,0.0,0.0,0.0,14.54,5.79,0.0
20230124:0709,0.0,0.0,0.0,0.0,0.0,14.74,5.52,0.0
20230124:0809,3.8,4.62,10.55,0.13,2.53,14.71,5.45,0.0
20230124:0909,74.3,14.1,96.72,1.15,14.28,15.18,5.52,0.0
20230124:1009,251.94,115.97,213.39,3.03,24.95,15.92,5.66,0.0
20230124:1109,426.25,265.64,284.15,4.81,33.9,16.63,5.72,0.0
20230124:1209,404.05,183.07,340.91,4.97,40.17,17.24,5.72,0.0
20230124:1309,551.03,379.53,338.73,6.24,42.67,17.62,5.72,0.0
20230124:1409,196.65,9.76,254.7,2.94,40.83,17.78,5.79,0.0
20230124:1509,218.59,33.05,258.05,3.11,35.08,17.68,5.86,0.0
20230124:1609,347.85,226.66,224.36,3.75,26.48,17.51,6.07,0.0
20230124:1709,195.19,126.73,136.15,2.06,16.03,17.19,6.21,0.0
20230124:1809,8.27,0.0,21.9,0.26,4.41,16.63,6.41,0.0
20230124:1909,0.0,0.0,0.0,0.0,0.0,16.1,6.48,0.0
20230124:2009,0.0,0.0,0.0,0.0,0.0,15.64,6.69,0.0
20230124:2109,0.0,0.0,0.0,0.0,0.0,15.38,6.83,0.0
20230124:2209,0.0,0.0,0.0,0.0,0.0,15.11,6.69,0.0
20230124:2309,0.0,0.0,0.0,0.0,0.0,14.92,6.41,0.0
20230125:0009,0.0,0.0,0.0,0.0,0.0,14.72,6.28,0.0
20230125:0109,0.0,0.0,0.0,0.0,0.0,14.56,6.34,0.0
20230125:0209,0.0,0.0,0.0,0.0,0.0,14.35,6.21,0.0
20230125:0309,0.0,0.0,0.0,0.0,0.0,14.23,6.07,0.0
20230125:0409,0.0,0.0,0.0,0.0,0.0,14.2,5.79,0.0
20230125:0509,0.0,0.0,0.0,0.0,0.0,14.12,5.52,0.0
20230125:0609,0.0,0.0,0.0,0.0,0.0,14.12,5.38,0.0
20230125:0709,0.0,0.0,0.0,0.0,0.0,14.25,5.86,0.0
20230125:0809,1.52,0.0,9.46,0.11,2.6,14.34,6.0,0.0
20230125:0909,32.7,0.0,56.77,0.64,14.38,14.71,6.0,0.0
20230125:1009,195.87,56.98,202.43,2.6,25.09,15.14,6.14,0.0
20230125:1109,161.04,7.08,210.86,2.43,34.07,15.68,6.14,0.0
20230125:1209,347.4,114.76,334.16,4.48,40.38,16.07,6.14,0.0
20230125:1309,524.41,326.1,351.34,6.03,42.92,16.44,6.14,0.0
20230125:1409,199.35,9.73,256.58,2.96,41.08,16.69,6.28,0.0
20230125:1509,591.17,541.14,221.89,6.0,35.32,16.71,6.55,0.0
20230125:1609,408.73,315.44,209.31,4.13,26.7,16.6,6.83,0.0
20230125:1709,218.6,153.98,136.64,2.2,16.23,16.34,7.17,0.0
20230125:1809,9.44,0.0,23.73,0.28,4.59,15.96,7.72,0.0
20230125:1909,0.0,0.0,0.0,0.0,0.0,15.55,7.86,0.0
20230125:2009,0.0,0.0,0.0,0.0,0.0,15.23,7.86,0.0
20230125:2109,0.0,0.0,0.0,0.0,0.0,14.88,7.52,0.0
20230125:2209,0.0,0.0,0.0,0.0,0.0,14.6,7.31,0.0
20230125:2309,0.0,0.0,0.0,0.0,0.0,14.43,7.45,0.0
20230126:0009,0.0,0.0,0.0,0.0,0.0,14.24,7.86,0.0
20230126:0109,0.0,0.0,0.0,0.0,0.0,14.11,8.34,0.0
20230126:0209,0.0,0.0,0.0,0.0,0.0,14.04,8.69,0.0
20230126:0309,0.0,0.0,0.0,0.0,0.0,14.04,8.55,0.0
20230126:0409,0.0,0.0,0.0,0.0,0.0,13.97,8.21,0.0
20230126:0509,0.0,0.0,0.0,0.0,0.0,13.94,7.93,0.0
20230126:0609,0.0,0.0,0.0,0.0,0.0,14.0,7.72,0.0
20230126:0709,0.0,0.0,0.0,0.0,0.0,14.06,7.66,0.0
20230126:0809,18.62,30.29,14.38,0.22,2.68,14.09,7.59,0.0
20230126:0909,199.2,147.61,119.32,2.01,14.49,14.36,7.72,0.0
20230126:1009,140.79,16.42,175.31,2.07,25.22,14.78,7.79,0.0
20230126:1109,636.36,665.75,146.04,6.28,34.25,15.25,7.72,0.0
20230126:1209,269.63,45.48,305.01,3.73,40.6,15.69,7.72,0.0
20230126:1309,180.9,2.74,239.67,2.72,43.16,16.03,7.79,0.0
20230126:1409,366.59,127.5,343.67,4.66,41.34,16.21,7.86,0.0
20230126:1509,628.88,613.27,192.52,6.26,35.56,16.24,7.93,0.0
20230126:1609,259.61,107.66,229.54,3.16,26.92,16.07,8.14,0.0
20230126:1709,188.54,112.32,139.66,2.05,16.42,15.72,8.41,0.0
20230126:1809,11.23,0.0,26.47,0.31,4.77,15.34,8.48,0.0
20230126:1909,0.0,0.0,0.0,0.0,0.0,15.1,8.07,0.0
20230126:2009,0.0,0.0,0.0,0.0,0.0,14.75,8.07,0.0
20230126:2109,0.0,0.0,0.0,0.0,0.0,14.55,7.93,0.0
20230126:2209,0.0,0.0,0.0,0.0,0.0,14.44,7.86,0.0
20230126:2309,0.0,0.0,0.0,0.0,0.0,14.28,7.52,0.0
20230127:0009,0.0,0.0,0.0,0.0,0.0,14.15,7.1,0.0
20230127:0109,0.0,0.0,0.0,0.0,0.0,13.94,6.83,0.0
20230127:0209,0.0,0.0,0.0,0.0,0.0,13.75,6.69,0.0
20230127:0309,0.0,0.0,0.0,0.0,0.0,13.64,6.62,0.0
20230127:0409,0.0,0.0,0.0,0.0,0.0,13.58,6.69,0.0
20230127:0509,0.0,0.0,0.0,0.0,0.0,13.55,6.62,0.0
20230127:0609,0.0,0.0,0.0,0.0,0.0,13.53,6.55,0.0
20230127:0709,0.0,0.0,0.0,0.0,0.0,13.64,6.76,0.0
20230127:0809,4.15,4.18,11.49,0.14,2.77,13.61,6.62,0.0
20230127:0909,284.67,289.55,86.33,2.48,14.6,13.86,6.69,0.0
20230127:1009,195.65,54.97,202.94,2.6,25.37,14.26,6.76,0.0
20230127:1109,80.76,0.0,118.28,1.34,34.43,14.83,6.76,0.0
20230127:1209,677.29,649.82,224.72,7.05,40.82,15.45,6.62,0.0
20230127:1309,763.17,836.89,159.79,7.91,43.42,16.08,6.55,0.0
20230127:1409,744.16,817.76,153.42,7.63,41.6,16.51,6.62,0.0
20230127:1509,666.64,720.33,142.72,6.61,35.81,16.81,6.83,0.0
20230127:1609,130.84,9.05,172.38,2.0,27.14,16.99,7.45,0.0
20230127:1709,105.1,27.84,121.71,1.5,16.63,16.58,7.79,0.0
20230127:1809,11.76,0.0,27.38,0.32,4.95,16.19,8.07,0.0
20230127:1909,0.0,0.0,0.0,0.0,0.0,15.95,8.0,0.0
20230127:2009,0.0,0.0,0.0,0.0,0.0,15.43,8.07,0.0
20230127:2109,0.0,0.0,0.0,0.0,0.0,15.04,8.07,0.0
20230127:2209,0.0,0.0,0.0,0.0,0.0,15.05,8.07,0.0
20230127:2309,0.0,0.0,0.0,0.0,0.0,15.14,8.21,0.0
20230128:0009,0.0,0.0,0.0,0.0,0.0,14.96,8.41,0.0
20230128:0109,0.0,0.0,0.0,0.0,0.0,14.84,8.14,0.0
20230128:0209,0.0,0.0,0.0,0.0,0.0,14.75,7.59,0.0
20230128:0309,0.0,0.0,0.0,0.0,0.0,14.86,7.17,0.0
20230128:0409,0.0,0.0,0.0,0.0,0.0,15.04,7.17,0.0
20230128:0509,0.0,0.0,0.0,0.0,0.0,14.92,7.38,0.0
20230128:0609,0.0,0.0,0.0,0.0,0.0,14.76,7.38,0.0
20230128:0709,0.0,0.0,0.0,0.0,0.0,14.88,7.38,0.0
20230128:0809,0.34,0.0,6.62,0.07,2.86,14.8,7.1,0.0
20230128:0909,213.0,171.02,114.88,2.1,14.71,15.25,6.9,0.0
20230128:1009,225.81,84.28,212.08,2.86,25.51,15.87,7.1,0.0
20230128:1109,562.88,501.25,220.09,5.81,34.62,16.22,7.17,0.0
20230128:1209,309.9,76.68,324.57,4.15,41.05,16.27,7.45,0.0
20230128:1309,96.92,0.0,139.09,1.57,43.68,16.25,7.45,0.0
20230128:1409,456.64,235.42,349.89,5.42,41.86,16.27,7.52,0.0
20230128:1509,569.95,486.87,242.91,5.89,36.06,16.27,7.59,0.0
20230128:1609,317.11,174.12,233.68,3.59,27.37,15.88,7.52,0.0
20230128:1709,180.08,100.08,141.29,2.03,16.83,15.4,7.38,0.0
20230128:1809,10.65,0.0,25.55,0.3,5.13,15.14,6.97,0.0
20230128:1909,0.0,0.0,0.0,0.0,0.0,15.22,7.17,0.0
20230128:2009,0.0,0.0,0.0,0.0,0.0,15.11,7.1,0.0
20230128:2109,0.0,0.0,0.0,0.0,0.0,14.99,6.97,0.0
20230128:2209,0.0,0.0,0.0,0.0,0.0,14.77,6.69,0.0
20230128:2309,0.0,0.0,0.0,0.0,0.0,14.44,6.48,0.0
20230129:0009,0.0,0.0,0.0,0.0,0.0,14.07,6.28,0.0
20230129:0109,0.0,0.0,0.0,0.0,0.0,13.89,6.0,0.0
20230129:0209,0.0,0.0,0.0,0.0,0.0,13.87,5.66,0.0
20230129:0309,0.0,0.0,0.0,0.0,0.0,13.98,5.45,0.0
20230129:0409,0.0,0.0,0.0,0.0,0.0,14.06,5.38,0.0
20230129:0509,0.0,0.0,0.0,0.0,0.0,13.92,5.38,0.0
20230129:0609,0.0,0.0,0.0,0.0,0.0,13.59,5.31,0.0
20230129:0709,0.0,0.0,0.0,0.0,0.0,13.7,5.24,0.0
20230129:0809,25.01,39.06,16.7,0.28,2.95,13.5,4.97,0.0
20230129:0909,193.83,140.82,119.68,2.01,14.83,13.58,4.83,0.0
20230129:1009,132.49,11.77,169.88,1.99,25.67,13.95,4.76,0.0
20230129:1109,365.17,175.75,293.87,4.39,34.81,14.4,4.41,0.0
20230129:1209,599.46,498.15,283.27,6.55,41.29,14.99,4.14,0.0
20230129:1309,344.93,97.83,350.17,4.57,43.94,15.19,4.0,0.0
20230129:1409,161.46,1.37,217.76,2.47,42.13,15.44,4.14,0.0
20230129:1509,287.62,81.77,292.57,3.79,36.31,15.39,4.62,0.0
20230129:1609,312.38,168.75,234.66,3.58,27.6,15.11,4.9,0.0
20230129:1709,48.5,0.0,77.59,0.88,17.03,14.87,4.76,0.0
20230129:1809,11.86,0.0,27.38,0.32,5.31,14.54,4.62,0.0
20230129:1909,0.0,0.0,0.0,0.0,0.0,14.36,4.21,0.0
20230129:2009,0.0,0.0,0.0,0.0,0.0,14.07,4.07,0.0
20230129:2109,0.0,0.0,0.0,0.0,0.0,13.86,3.79,0.0
20230129:2209,0.0,0.0,0.0,0.0,0.0,13.79,3.52,0.0
20230129:2309,0.0,0.0,0.0,0.0,0.0,13.77,3.03,0.0
20230130:0009,0.0,0.0,0.0,0.0,0.0,13.7,2.76,0.0
20230130:0109,0.0,0.0,0.0,0.0,0.0,13.55,2.76,0.0
20230130:0209,0.0,0.0,0.0,0.0,0.0,13.48,2.9,0.0
20230130:0309,0.0,0.0,0.0,0.0,0.0,13.33,3.1,0.0
20230130:0409,0.0,0.0,0.0,0.0,0.0,13.23,3.38,0.0
20230130:0509,0.0,0.0,0.0,0.0,0.0,13.17,3.52,0.0
20230130:0609,0.0,0.0,0.0,0.0,0.0,13.2,3.59,0.0
20230130:0709,0.0,0.0,0.0,0.0,0.0,13.44,4.69,0.0
20230130:0809,14.39,18.86,16.87,0.24,3.06,13.47,4.76,0.0
20230130:0909,198.36,146.42,120.13,2.05,14.96,13.73,4.55,0.0
20230130:1009,190.37,49.78,202.91,2.58,25.83,14.44,4.62,0.0
20230130:1109,76.77,0.0,113.55,1.28,35.01,15.0,4.76,0.0
