Latitude (decimal degrees):	28.095
Longitude (decimal degrees):	-15.487
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 27 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230626:1109,462.56,167.42,424.36,6.74,63.64,25.48,3.17,0.0
20230626:1209,624.22,450.87,364.91,9.25,76.66,26.23,2.62,0.0
20230626:1309,698.13,678.41,251.28,10.55,85.16,26.8,2.14,0.0
20230626:1409,711.8,818.2,135.45,10.92,74.72,27.14,1.86,0.0
20230626:1509,625.77,671.88,154.59,9.59,61.63,27.23,1.79,0.0
20230626:1609,498.51,481.11,167.06,7.76,48.4,27.05,1.79,0.0
20230626:1709,338.99,304.06,140.36,5.68,35.28,26.61,1.79,0.0
20230626:1809,153.57,138.41,91.43,3.47,22.38,26.02,2.0,0.0
20230626:1909,25.25,1.54,45.57,1.19,9.82,25.21,1.93,0.0
20230626:2009,0.0,0.0,0.0,0.0,0.0,24.07,1.72,0.0
20230626:2109,0.0,0.0,0.0,0.0,0.0,23.18,1.45,0.0
20230626:2209,0.0,0.0,0.0,0.0,0.0,22.53,0.83,0.0
20230626:2309,0.0,0.0,0.0,0.0,0.0,22.04,0.48,0.0
20230627:0009,0.0,0.0,0.0,0.0,0.0,21.46,0.83,0.0
20230627:0109,0.0,0.0,0.0,0.0,0.0,20.96,0.83,0.0
20230627:0209,0.0,0.0,0.0,0.0,0.0,20.4,1.1,0.0
20230627:0309,0.0,0.0,0.0,0.0,0.0,20.57,2.28,0.0
20230627:0409,0.0,0.0,0.0,0.0,0.0,20.92,2.83,0.0
20230627:0509,0.0,0.0,0.0,0.0,0.0,21.07,2.83,0.0
20230627:0609,0.0,0.0,0.0,0.0,0.0,20.89,2.55,0.0
20230627:0709,21.68,6.37,39.17,1.69,11.65,21.79,2.83,0.0
20230627:0809,167.8,130.47,111.58,3.7,24.27,24.16,2.83,0.0
20230627:0909,365.47,364.95,108.89,6.31,37.22,26.21,2.97,0.0
20230627:1009,515.32,493.68,168.9,8.08,50.36,27.19,3.03,0.0
20230627:1109,643.0,683.34,154.31,9.84,63.59,27.84,3.17,0.0
20230627:1209,710.59,765.48,172.02,10.77,76.6,28.31,3.24,0.0
20230627:1309,733.59,812.66,164.14,11.13,85.13,28.72,3.03,0.0
20230627:1409,703.2,775.79,162.9,10.73,74.75,29.21,2.69,0.0
20230627:1509,629.15,675.82,154.61,9.64,61.66,29.45,2.69,0.0
20230627:1609,503.32,493.67,161.29,7.84,48.44,29.8,3.1,0.0
20230627:1709,335.6,289.05,152.75,5.62,35.31,29.74,3.52,0.0
20230627:1809,153.4,119.54,108.7,3.34,22.41,29.13,3.86,0.0
20230627:1909,30.37,1.25,53.03,1.08,9.85,27.49,3.31,0.0
20230627:2009,0.0,0.0,0.0,0.0,0.0,26.09,3.66,0.0
20230627:2109,0.0,0.0,0.0,0.0,0.0,24.99,4.07,0.0
20230627:2209,0.0,0.0,0.0,0.0,0.0,24.39,4.55,0.0
20230627:2309,0.0,0.0,0.0,0.0,0.0,24.1,4.83,0.0
20230628:0009,0.0,0.0,0.0,0.0,0.0,23.98,4.97,0.0
20230628:0109,0.0,0.0,0.0,0.0,0.0,23.75,5.1,0.0
20230628:0209,0.0,0.0,0.0,0.0,0.0,23.57,5.1,0.0
20230628:0309,0.0,0.0,0.0,0.0,0.0,23.51,5.17,0.0
20230628:0409,0.0,0.0,0.0,0.0,0.0,23.45,5.24,0.0
20230628:0509,0.0,0.0,0.0,0.0,0.0,23.33,5.31,0.0
20230628:0609,0.0,0.0,0.0,0.0,0.0,23.22,5.38,0.0
20230628:0709,29.3,4.53,49.96,1.53,11.59,23.13,5.31,0.0
20230628:0809,167.93,137.71,104.81,3.75,24.21,24.36,5.24,0.0
20230628:0909,364.17,342.38,123.87,6.18,37.16,26.05,5.38,0.0
20230628:1009,539.56,557.36,125.97,8.39,50.31,27.47,5.31,0.0
20230628:1109,653.28,683.54,154.33,9.84,63.53,28.55,5.31,0.0
20230628:1209,722.43,765.72,172.05,10.77,76.54,29.32,5.38,0.0
20230628:1309,749.85,812.95,164.17,11.13,85.1,29.85,5.66,0.0
20230628:1409,726.88,790.04,153.16,10.78,74.78,30.01,5.86,0.0
20230628:1509,637.08,638.75,179.95,9.48,61.69,29.97,6.0,0.0
20230628:1609,499.09,439.6,197.0,7.58,48.47,29.63,6.14,0.0
20230628:1709,330.73,250.66,178.76,5.4,35.34,29.14,6.14,0.0
20230628:1809,154.09,99.31,124.79,3.17,22.43,28.38,6.07,0.0
20230628:1909,34.85,0.55,59.14,0.85,9.87,27.34,5.72,0.0
20230628:2009,0.0,0.0,0.0,0.0,0.0,26.12,5.79,0.0
20230628:2109,0.0,0.0,0.0,0.0,0.0,25.15,5.86,0.0
20230628:2209,0.0,0.0,0.0,0.0,0.0,24.56,5.86,0.0
20230628:2309,0.0,0.0,0.0,0.0,0.0,24.05,5.66,0.0
20230629:0009,0.0,0.0,0.0,0.0,0.0,23.51,5.45,0.0
20230629:0109,0.0,0.0,0.0,0.0,0.0,23.19,5.17,0.0
20230629:0209,0.0,0.0,0.0,0.0,0.0,22.95,4.97,0.0
20230629:0309,0.0,0.0,0.0,0.0,0.0,22.84,4.83,0.0
20230629:0409,0.0,0.0,0.0,0.0,0.0,22.75,4.76,0.0
20230629:0509,0.0,0.0,0.0,0.0,0.0,22.71,4.69,0.0
20230629:0609,0.0,0.0,0.0,0.0,0.0,22.67,4.76,0.0
20230629:0709,33.15,3.62,55.16,1.45,11.53,22.97,4.97,0.0
20230629:0809,167.95,132.17,109.58,3.71,24.15,24.31,5.24,0.0
20230629:0909,363.17,335.43,128.57,6.13,37.1,25.71,5.52,0.0
20230629:1009,542.46,557.54,125.98,8.39,50.25,26.83,5.66,0.0
20230629:1109,658.79,683.78,154.36,9.84,63.47,27.59,5.79,0.0
20230629:1209,733.93,780.78,162.32,10.83,76.48,28.0,5.86,0.0
20230629:1309,754.73,798.38,175.0,11.08,85.06,28.21,5.93,0.0
20230629:1409,728.39,763.47,171.81,10.67,74.8,28.22,6.07,0.0
20230629:1509,638.6,615.37,196.55,9.38,61.72,28.04,6.21,0.0
20230629:1609,495.95,406.56,219.23,7.42,48.5,27.59,6.41,0.0
20230629:1709,330.28,230.78,192.34,5.28,35.37,26.8,6.76,0.0
20230629:1809,155.84,88.63,133.08,3.08,22.46,25.76,6.83,0.0
20230629:1909,34.65,1.14,58.05,1.0,9.89,24.63,7.17,0.0
20230629:2009,0.0,0.0,0.0,0.0,0.0,23.5,7.1,0.0
20230629:2109,0.0,0.0,0.0,0.0,0.0,22.75,7.03,0.0
20230629:2209,0.0,0.0,0.0,0.0,0.0,22.25,6.97,0.0
20230629:2309,0.0,0.0,0.0,0.0,0.0,21.82,6.97,0.0
20230630:0009,0.0,0.0,0.0,0.0,0.0,21.59,6.9,0.0
20230630:0109,0.0,0.0,0.0,0.0,0.0,21.33,6.76,0.0
20230630:0209,0.0,0.0,0.0,0.0,0.0,21.11,6.76,0.0
20230630:0309,0.0,0.0,0.0,0.0,0.0,20.98,6.97,0.0
20230630:0409,0.0,0.0,0.0,0.0,0.0,20.94,7.03,0.0
20230630:0509,0.0,0.0,0.0,0.0,0.0,20.82,7.1,0.0
20230630:0609,0.0,0.0,0.0,0.0,0.0,20.7,7.1,0.0
20230630:0709,38.06,2.69,61.12,1.36,11.46,20.82,7.1,0.0
20230630:0809,169.23,91.33,142.05,3.33,24.09,21.5,7.59,0.0
20230630:0909,332.68,188.84,226.82,5.21,37.04,22.45,8.0,0.0
20230630:1009,470.12,275.01,303.63,6.85,50.19,23.3,8.28,0.0
20230630:1109,0.0,0.0,0.0,0.0,0.0,24.1,8.48,0.0
20230630:1209,711.1,605.69,278.48,10.08,76.42,24.62,8.62,0.0
20230630:1309,710.13,554.56,331.14,9.99,85.01,24.91,8.69,0.0
20230630:1409,484.23,134.75,468.92,6.8,74.82,25.06,8.69,0.0
20230630:1509,508.88,228.4,403.63,7.17,61.75,24.97,8.62,0.0
20230630:1609,344.57,80.85,350.1,4.93,48.53,24.76,8.69,0.0
20230630:1709,242.67,50.9,258.29,3.6,35.4,24.26,8.62,0.0
20230630:1809,118.84,11.59,151.16,1.91,22.48,23.58,8.62,0.0
20230630:1909,31.59,0.24,53.86,0.67,9.9,22.63,9.03,0.0
20230630:2009,0.0,0.0,0.0,0.0,0.0,21.61,8.9,0.0
20230630:2109,0.0,0.0,0.0,0.0,0.0,21.05,8.76,0.0
20230630:2209,0.0,0.0,0.0,0.0,0.0,20.81,8.76,0.0
20230630:2309,0.0,0.0,0.0,0.0,0.0,20.55,8.69,0.0
20230701:0009,0.0,0.0,0.0,0.0,0.0,20.25,8.62,0.0
20230701:0109,0.0,0.0,0.0,0.0,0.0,20.04,8.62,0.0
20230701:0209,0.0,0.0,0.0,0.0,0.0,19.91,8.48,0.0
20230701:0309,0.0,0.0,0.0,0.0,0.0,19.72,8.41,0.0
20230701:0409,0.0,0.0,0.0,0.0,0.0,19.51,8.41,0.0
20230701:0509,0.0,0.0,0.0,0.0,0.0,19.33,8.41,0.0
20230701:0609,0.0,0.0,0.0,0.0,0.0,19.21,8.41,0.0
20230701:0709,44.11,0.45,68.9,0.9,11.39,19.38,8.28,0.0
20230701:0809,152.68,31.05,171.72,2.53,24.02,19.87,8.41,0.0
20230701:0909,171.35,4.68,215.62,2.5,36.98,20.63,8.41,0.0
20230701:1009,171.63,0.0,221.42,2.5,50.13,21.46,8.41,0.0
20230701:1109,140.58,0.0,185.46,2.09,63.35,22.05,8.41,0.0
20230701:1209,547.55,205.08,469.59,7.61,76.35,22.49,8.34,0.0
20230701:1309,612.43,296.54,461.08,8.51,84.96,22.94,8.21,0.0
20230701:1409,512.01,161.79,471.69,7.13,74.84,23.23,8.21,0.0
20230701:1509,492.04,189.24,418.19,6.88,61.78,23.31,8.28,0.0
20230701:1609,381.48,120.5,351.49,5.42,48.55,23.12,8.34,0.0
20230701:1709,232.05,38.83,255.71,3.41,35.42,22.83,8.41,0.0
20230701:1809,143.06,34.22,159.96,2.41,22.49,22.35,8.41,0.0
20230701:1909,36.16,1.1,59.33,0.95,9.92,21.71,8.48,0.0
20230701:2009,0.0,0.0,0.0,0.0,0.0,20.97,8.28,0.0
20230701:2109,0.0,0.0,0.0,0.0,0.0,20.58,8.07,0.0
20230701:2209,0.0,0.0,0.0,0.0,0.0,20.4,7.93,0.0
20230701:2309,0.0,0.0,0.0,0.0,0.0,20.22,7.79,0.0
20230702:0009,0.0,0.0,0.0,0.0,0.0,20.04,7.66,0.0
20230702:0109,0.0,0.0,0.0,0.0,0.0,19.93,7.45,0.0
20230702:0209,0.0,0.0,0.0,0.0,0.0,19.83,7.24,0.0
20230702:0309,0.0,0.0,0.0,0.0,0.0,19.76,7.1,0.0
20230702:0409,0.0,0.0,0.0,0.0,0.0,19.69,6.97,0.0
20230702:0509,0.0,0.0,0.0,0.0,0.0,19.7,6.76,0.0
20230702:0609,0.0,0.0,0.0,0.0,0.0,19.74,6.62,0.0
20230702:0709,44.37,0.69,69.28,0.98,11.32,19.78,6.76,0.0
20230702:0809,144.02,24.35,168.0,2.36,23.96,20.43,6.97,0.0
20230702:0909,263.16,61.7,268.61,3.9,36.91,21.38,7.03,0.0
20230702:1009,418.65,172.06,344.84,6.03,50.07,22.36,6.83,0.0
20230702:1109,573.74,356.37,355.11,8.17,63.29,23.16,6.55,0.0
20230702:1209,621.35,371.56,405.82,8.78,76.28,23.8,6.34,0.0
20230702:1309,751.25,714.72,233.03,10.74,84.89,24.32,6.28,0.0
20230702:1409,667.33,501.49,338.43,9.48,74.85,24.65,6.21,0.0
20230702:1509,604.67,464.77,292.73,8.67,61.8,24.81,6.07,0.0
20230702:1609,487.74,357.46,250.29,7.15,48.57,24.57,6.07,0.0
20230702:1709,286.99,115.03,249.53,4.36,35.44,24.2,6.21,0.0
20230702:1809,157.84,86.11,135.43,3.05,22.51,23.61,6.41,0.0
20230702:1909,33.94,0.45,56.94,0.75,9.92,22.79,6.34,0.0
20230702:2009,0.0,0.0,0.0,0.0,0.0,21.92,6.34,0.0
20230702:2109,0.0,0.0,0.0,0.0,0.0,21.38,6.41,0.0
20230702:2209,0.0,0.0,0.0,0.0,0.0,20.98,6.21,0.0
20230702:2309,0.0,0.0,0.0,0.0,0.0,20.72,6.07,0.0
20230703:0009,0.0,0.0,0.0,0.0,0.0,20.5,5.93,0.0
20230703:0109,0.0,0.0,0.0,0.0,0.0,20.34,5.86,0.0
20230703:0209,0.0,0.0,0.0,0.0,0.0,20.23,5.72,0.0
20230703:0309,0.0,0.0,0.0,0.0,0.0,20.14,5.72,0.0
20230703:0409,0.0,0.0,0.0,0.0,0.0,20.07,5.79,0.0
20230703:0509,0.0,0.0,0.0,0.0,0.0,20.02,5.86,0.0
20230703:0609,0.0,0.0,0.0,0.0,0.0,19.96,6.0,0.0
20230703:0709,33.94,0.09,56.4,0.66,11.25,19.95,5.86,0.0
20230703:0809,121.8,10.35,153.92,1.93,23.89,20.56,6.07,0.0
20230703:0909,114.22,0.0,154.23,1.74,36.85,21.44,6.14,0.0
20230703:1009,328.43,62.84,346.58,4.69,50.0,22.38,6.21,0.0
20230703:1109,527.38,269.03,385.99,7.49,63.23,23.22,6.21,0.0
20230703:1209,690.35,591.9,275.79,9.87,76.21,24.11,5.93,0.0
20230703:1309,732.81,695.57,233.16,10.51,84.82,24.6,5.59,0.0
20230703:1409,697.64,638.71,245.53,10.02,74.86,24.87,5.31,0.0
20230703:1509,630.39,587.84,206.67,9.15,61.82,24.93,5.03,0.0
20230703:1609,504.47,441.55,190.77,7.5,48.59,24.83,4.83,0.0
20230703:1709,321.25,210.13,199.76,5.06,35.45,24.63,4.69,0.0
20230703:1809,154.67,85.7,132.9,3.0,22.52,24.16,4.76,0.0
20230703:1909,33.73,0.55,56.73,0.76,9.93,23.12,5.79,0.0
20230703:2009,0.0,0.0,0.0,0.0,0.0,22.14,5.52,0.0
20230703:2109,0.0,0.0,0.0,0.0,0.0,21.53,5.52,0.0
20230703:2209,0.0,0.0,0.0,0.0,0.0,21.2,5.86,0.0
20230703:2309,0.0,0.0,0.0,0.0,0.0,20.96,5.79,0.0
20230704:0009,0.0,0.0,0.0,0.0,0.0,20.75,5.72,0.0
20230704:0109,0.0,0.0,0.0,0.0,0.0,20.61,5.79,0.0
20230704:0209,0.0,0.0,0.0,0.0,0.0,20.54,5.79,0.0
20230704:0309,0.0,0.0,0.0,0.0,0.0,20.44,5.79,0.0
20230704:0409,0.0,0.0,0.0,0.0,0.0,20.36,5.72,0.0
20230704:0509,0.0,0.0,0.0,0.0,0.0,20.34,5.72,0.0
20230704:0609,0.0,0.0,0.0,0.0,0.0,20.35,5.66,0.0
20230704:0709,41.76,0.94,66.13,1.07,11.18,20.43,5.86,0.0
20230704:0809,157.09,56.65,157.23,2.85,23.82,21.19,6.0,0.0
20230704:0909,248.3,53.18,261.4,3.7,36.78,22.32,6.0,0.0
20230704:1009,391.8,143.0,344.91,5.66,49.94,23.32,6.0,0.0
20230704:1109,547.12,320.7,362.65,7.83,63.16,24.08,5.86,0.0
20230704:1209,600.48,351.68,404.67,8.54,76.14,24.62,5.66,0.0
20230704:1309,619.55,367.18,416.48,8.79,84.75,24.99,5.59,0.0
20230704:1409,704.48,663.42,229.02,10.12,74.87,25.26,5.66,0.0
20230704:1509,619.76,543.44,234.94,8.93,61.83,25.16,5.72,0.0
20230704:1609,489.02,383.8,227.48,7.2,48.61,25.1,5.72,0.0
20230704:1709,305.07,163.33,225.2,4.72,35.46,24.78,5.66,0.0
20230704:1809,152.36,72.94,140.56,2.86,22.53,24.21,5.59,0.0
20230704:1909,34.13,0.71,57.22,0.79,9.93,23.21,6.21,0.0
20230704:2009,0.0,0.0,0.0,0.0,0.0,22.2,6.14,0.0
20230704:2109,0.0,0.0,0.0,0.0,0.0,21.51,5.93,0.0
20230704:2209,0.0,0.0,0.0,0.0,0.0,21.11,5.72,0.0
20230704:2309,0.0,0.0,0.0,0.0,0.0,20.91,5.52,0.0
20230705:0009,0.0,0.0,0.0,0.0,0.0,20.74,5.38,0.0
20230705:0109,0.0,0.0,0.0,0.0,0.0,20.67,5.38,0.0
20230705:0209,0.0,0.0,0.0,0.0,0.0,20.66,5.59,0.0
20230705:0309,0.0,0.0,0.0,0.0,0.0,20.63,5.79,0.0
20230705:0409,0.0,0.0,0.0,0.0,0.0,20.56,6.0,0.0
20230705:0509,0.0,0.0,0.0,0.0,0.0,20.48,6.07,0.0
20230705:0609,0.0,0.0,0.0,0.0,0.0,20.43,5.93,0.0
20230705:0709,0.0,0.0,0.0,0.0,0.0,20.47,6.28,0.0
20230705:0809,156.89,60.34,154.02,2.88,23.75,21.35,6.28,0.0
20230705:0909,334.78,229.35,191.45,5.36,36.71,22.62,6.21,0.0
20230705:1009,474.13,323.31,264.72,7.0,49.87,23.59,6.07,0.0
20230705:1109,547.16,327.27,357.03,7.84,63.1,24.4,5.86,0.0
20230705:1209,550.85,253.76,440.31,7.82,76.07,25.07,5.79,0.0
20230705:1309,684.24,541.37,325.64,9.76,84.66,25.5,6.0,0.0
20230705:1409,699.94,647.17,237.92,10.02,74.87,25.72,6.21,0.0
20230705:1509,644.67,629.26,178.64,9.31,61.84,25.67,6.48,0.0
20230705:1609,486.21,374.53,231.46,7.13,48.62,25.37,6.69,0.0
20230705:1709,316.01,191.27,209.72,4.91,35.47,24.85,6.83,0.0
20230705:1809,144.41,48.34,151.31,2.55,22.53,24.16,6.9,0.0
20230705:1909,33.95,0.82,57.02,0.8,9.92,23.46,6.76,0.0
20230705:2009,0.0,0.0,0.0,0.0,0.0,22.45,6.83,0.0
20230705:2109,0.0,0.0,0.0,0.0,0.0,21.75,6.76,0.0
20230705:2209,0.0,0.0,0.0,0.0,0.0,21.32,6.76,0.0
20230705:2309,0.0,0.0,0.0,0.0,0.0,21.0,6.83,0.0
20230706:0009,0.0,0.0,0.0,0.0,0.0,20.73,6.83,0.0
20230706:0109,0.0,0.0,0.0,0.0,0.0,20.6,6.83,0.0
20230706:0209,0.0,0.0,0.0,0.0,0.0,20.4,6.9,0.0
20230706:0309,0.0,0.0,0.0,0.0,0.0,20.29,6.97,0.0
20230706:0409,0.0,0.0,0.0,0.0,0.0,20.18,7.24,0.0
20230706:0509,0.0,0.0,0.0,0.0,0.0,20.06,7.45,0.0
20230706:0609,0.0,0.0,0.0,0.0,0.0,19.94,7.52,0.0
20230706:0709,34.32,0.13,56.93,0.69,11.03,20.38,7.45,0.0
20230706:0809,135.99,20.74,161.96,2.22,23.68,20.89,7.45,0.0
20230706:0909,220.72,28.99,250.86,3.24,36.65,21.62,7.52,0.0
20230706:1009,318.58,55.23,340.91,4.53,49.81,22.31,7.59,0.0
20230706:1109,526.06,261.49,387.05,7.4,63.03,22.94,7.66,0.0
20230706:1209,716.44,651.6,237.16,10.12,75.99,23.47,7.66,0.0
20230706:1309,703.41,556.77,319.04,9.85,84.57,23.79,7.66,0.0
20230706:1409,669.25,509.6,323.34,9.38,74.87,24.05,7.52,0.0
20230706:1509,540.91,304.84,366.0,7.61,61.85,24.15,7.45,0.0
20230706:1609,453.41,270.63,290.89,6.53,48.63,24.15,7.45,0.0
20230706:1709,305.06,156.54,228.34,4.66,35.48,23.83,7.52,0.0
20230706:1809,155.06,78.63,137.48,2.92,22.53,23.27,7.59,0.0
20230706:1909,34.83,1.81,57.66,0.98,9.92,22.34,7.52,0.0
20230706:2009,0.0,0.0,0.0,0.0,0.0,21.48,7.38,0.0
20230706:2109,0.0,0.0,0.0,0.0,0.0,21.03,7.31,0.0
20230706:2209,0.0,0.0,0.0,0.0,0.0,20.79,7.31,0.0
20230706:2309,0.0,0.0,0.0,0.0,0.0,20.64,7.31,0.0
20230707:0009,0.0,0.0,0.0,0.0,0.0,20.49,7.17,0.0
20230707:0109,0.0,0.0,0.0,0.0,0.0,20.38,7.03,0.0
20230707:0209,0.0,0.0,0.0,0.0,0.0,20.29,6.97,0.0
20230707:0309,0.0,0.0,0.0,0.0,0.0,20.29,6.9,0.0
20230707:0409,0.0,0.0,0.0,0.0,0.0,20.22,6.83,0.0
20230707:0509,0.0,0.0,0.0,0.0,0.0,20.18,6.83,0.0
20230707:0609,0.0,0.0,0.0,0.0,0.0,20.18,6.83,0.0
20230707:0709,41.15,0.65,65.31,1.05,10.95,20.16,6.41,0.0
20230707:0809,161.08,65.32,154.25,2.98,23.6,20.68,6.34,0.0
20230707:0909,357.46,287.07,159.38,5.79,36.58,21.37,6.21,0.0
20230707:1009,493.75,351.54,257.05,7.25,49.74,22.22,6.0,0.0
20230707:1109,233.37,1.81,295.25,3.35,62.96,22.85,6.0,0.0
20230707:1209,679.13,525.06,326.52,9.64,75.91,23.46,5.93,0.0
20230707:1309,657.6,428.01,398.49,9.26,84.47,23.9,6.07,0.0
20230707:1409,758.78,794.06,161.56,10.86,74.86,24.19,6.21,0.0
20230707:1509,636.49,550.57,243.01,9.08,61.86,24.21,6.41,0.0
20230707:1609,529.02,476.43,178.53,7.76,48.63,24.02,6.55,0.0
20230707:1709,259.32,70.24,259.13,3.86,35.48,23.63,6.62,0.0
20230707:1809,129.76,21.04,155.98,2.13,22.53,23.07,6.76,0.0
20230707:1909,34.49,2.06,57.22,1.0,9.91,22.45,6.34,0.0
20230707:2009,0.0,0.0,0.0,0.0,0.0,21.61,6.21,0.0
20230707:2109,0.0,0.0,0.0,0.0,0.0,21.11,6.34,0.0
20230707:2209,0.0,0.0,0.0,0.0,0.0,20.77,6.48,0.0
20230707:2309,0.0,0.0,0.0,0.0,0.0,20.59,6.62,0.0
20230708:0009,0.0,0.0,0.0,0.0,0.0,20.39,6.55,0.0
20230708:0109,0.0,0.0,0.0,0.0,0.0,20.25,6.34,0.0
20230708:0209,0.0,0.0,0.0,0.0,0.0,20.08,6.21,0.0
20230708:0309,0.0,0.0,0.0,0.0,0.0,20.01,6.21,0.0
20230708:0409,0.0,0.0,0.0,0.0,0.0,19.94,6.14,0.0
20230708:0509,0.0,0.0,0.0,0.0,0.0,19.9,6.14,0.0
20230708:0609,0.0,0.0,0.0,0.0,0.0,19.88,6.14,0.0
20230708:0709,37.73,0.15,61.14,0.77,10.87,19.8,5.66,0.0
20230708:0809,165.23,97.16,132.43,3.32,23.53,20.29,5.72,0.0
20230708:0909,232.39,34.55,259.2,3.41,36.51,20.97,5.79,0.0
20230708:1009,373.25,107.21,355.41,5.33,49.67,21.78,5.79,0.0
20230708:1109,542.39,285.53,387.54,7.68,62.89,22.49,5.79,0.0
20230708:1209,655.05,452.18,367.78,9.25,75.83,23.04,5.79,0.0
20230708:1309,685.46,494.02,367.44,9.66,84.37,23.56,6.0,0.0
20230708:1409,673.65,505.89,339.14,9.5,74.85,23.88,6.21,0.0
20230708:1509,645.5,576.03,228.56,9.21,61.86,24.04,6.34,0.0
20230708:1609,513.2,418.55,217.25,7.48,48.64,23.93,6.48,0.0
20230708:1709,322.94,184.94,222.33,4.96,35.48,23.58,6.48,0.0
20230708:1809,162.89,104.88,124.52,3.21,22.52,23.1,6.62,0.0
20230708:1909,29.11,3.6,49.93,1.15,9.89,22.68,6.97,0.0
20230708:2009,0.0,0.0,0.0,0.0,0.0,21.85,7.17,0.0
20230708:2109,0.0,0.0,0.0,0.0,0.0,21.48,7.31,0.0
20230708:2209,0.0,0.0,0.0,0.0,0.0,21.21,7.1,0.0
20230708:2309,0.0,0.0,0.0,0.0,0.0,20.99,6.83,0.0
20230709:0009,0.0,0.0,0.0,0.0,0.0,20.77,6.55,0.0
20230709:0109,0.0,0.0,0.0,0.0,0.0,20.59,6.34,0.0
20230709:0209,0.0,0.0,0.0,0.0,0.0,20.47,6.28,0.0
20230709:0309,0.0,0.0,0.0,0.0,0.0,20.33,6.34,0.0
20230709:0409,0.0,0.0,0.0,0.0,0.0,20.18,6.41,0.0
20230709:0509,0.0,0.0,0.0,0.0,0.0,20.1,6.55,0.0
20230709:0609,0.0,0.0,0.0,0.0,0.0,20.08,6.62,0.0
20230709:0709,32.42,1.12,53.96,1.3,10.78,20.38,6.76,0.0
20230709:0809,153.3,44.66,162.48,2.68,23.45,20.93,7.03,0.0
20230709:0909,280.89,88.84,263.2,4.21,36.43,21.61,7.1,0.0
20230709:1009,470.21,281.31,296.63,6.82,49.61,22.32,7.17,0.0
20230709:1109,565.24,332.09,366.09,7.98,62.82,22.92,7.17,0.0
20230709:1209,674.01,493.51,345.98,9.48,75.75,23.49,7.1,0.0
20230709:1309,703.9,539.54,341.72,9.88,84.26,23.97,7.03,0.0
20230709:1409,736.11,702.04,219.76,10.42,74.83,24.21,6.97,0.0
20230709:1509,650.24,586.83,221.88,9.25,61.86,24.28,6.97,0.0
20230709:1609,479.08,317.03,276.97,6.91,48.63,24.11,6.9,0.0
20230709:1709,305.23,145.13,240.1,4.63,35.47,23.74,6.97,0.0
20230709:1809,160.67,88.04,136.01,3.05,22.51,23.19,7.03,0.0
20230709:1909,35.0,2.0,57.94,0.97,9.87,22.68,7.17,0.0
20230709:2009,0.0,0.0,0.0,0.0,0.0,21.85,7.24,0.0
20230709:2109,0.0,0.0,0.0,0.0,0.0,21.24,7.17,0.0
20230709:2209,0.0,0.0,0.0,0.0,0.0,20.95,7.1,0.0
20230709:2309,0.0,0.0,0.0,0.0,0.0,20.74,6.83,0.0
20230710:0009,0.0,0.0,0.0,0.0,0.0,20.57,6.62,0.0
20230710:0109,0.0,0.0,0.0,0.0,0.0,20.49,6.48,0.0
20230710:0209,0.0,0.0,0.0,0.0,0.0,20.37,6.28,0.0
20230710:0309,0.0,0.0,0.0,0.0,0.0,20.23,6.07,0.0
20230710:0409,0.0,0.0,0.0,0.0,0.0,20.13,6.07,0.0
20230710:0509,0.0,0.0,0.0,0.0,0.0,20.01,6.14,0.0
20230710:0609,0.0,0.0,0.0,0.0,0.0,19.95,6.28,0.0
20230710:0709,36.37,0.73,59.14,1.21,10.7,20.3,6.34,0.0
20230710:0809,165.42,145.82,92.85,3.74,23.37,21.14,6.48,0.0
20230710:0909,366.47,324.37,134.81,6.0,36.36,22.3,6.69,0.0
20230710:1009,544.44,514.76,156.25,8.13,49.54,23.4,6.9,0.0
20230710:1109,675.75,669.44,170.61,9.78,62.75,24.22,7.03,0.0
20230710:1209,756.13,770.33,178.77,10.81,75.66,24.78,7.17,0.0
20230710:1309,778.45,795.57,186.69,11.09,84.14,25.17,7.1,0.0
20230710:1409,762.62,792.76,167.75,10.88,74.81,25.35,7.17,0.0
20230710:1509,673.94,671.49,171.23,9.67,61.85,25.45,7.1,0.0
20230710:1609,532.74,483.81,178.86,7.82,48.63,25.37,7.03,0.0
20230710:1709,357.15,292.5,159.67,5.65,35.46,24.99,6.97,0.0
20230710:1809,165.66,127.54,109.62,3.4,22.49,24.39,6.9,0.0
20230710:1909,31.03,3.47,52.68,1.12,9.85,23.59,6.9,0.0
20230710:2009,0.0,0.0,0.0,0.0,0.0,22.56,6.9,0.0
20230710:2109,0.0,0.0,0.0,0.0,0.0,21.74,6.83,0.0
20230710:2209,0.0,0.0,0.0,0.0,0.0,21.32,6.83,0.0
20230710:2309,0.0,0.0,0.0,0.0,0.0,21.07,6.9,0.0
20230711:0009,0.0,0.0,0.0,0.0,0.0,20.88,6.9,0.0
20230711:0109,0.0,0.0,0.0,0.0,0.0,20.7,6.9,0.0
20230711:0209,0.0,0.0,0.0,0.0,0.0,20.61,6.97,0.0
20230711:0309,0.0,0.0,0.0,0.0,0.0,20.53,6.97,0.0
20230711:0409,0.0,0.0,0.0,0.0,0.0,20.43,6.97,0.0
